sample_id,question,answer_start,answer_end,answer_start_second,answer_end_second,video_length,video_id,video_url,transcript
350,How to clean hands properly to inhibit the growth of bacteria?,01:30,03:56,90,236,419,MpwMnjQR41Y,https://www.youtube.com/watch?v=MpwMnjQR41Y,now throughout this process the hands must be kept upright and bent at the elbows allowing water to drain away clean to dirty wet hands and arms thoroughly apply approximately five mils of aqueous scrub for example hibi scrub or binding to the hounds using your elbow to release it from the dispenser a hypoallergenic alternative is also available the first wash should take about two minutes and includes washing the fingers hands and elbows arms up to the elbow to be effective the aqueous scrub needs a minimum of two minutes contact time with skin with fingers interlaced work palm to palm place right palm on the back of left hand with fingers interlaced repeat on the other side rotational rubbings backwards and forwards with clasped fingers of right hand into left car and vice versa rotational rubbing of rights on class in left hand and vice versa rubbing fingertip on the palms of both hands continue with rotating action down opposing arms working to just below the elbows rinse thoroughly keeping hands above the elbows so the water always drains from hands to elbow take hold of the nail brush and apply surgical solution approximately 5 mils again brush bros right and left nails but only the nails not the fingers palms or hands as this can cause skin damage this must last about one minute the nails only need to be scrubbed on the first surgical scrub of the session any more often can lead to skin damage and colonization again rinse thoroughly leaving hands higher than elbow the last wash repeats the first but this time only goes as far as the wrist to avoid compromising the cleanliness of the and should last approximately one minute again thoroughly rinsed hands and arms and turn the taps off with your elbow let the excess water drip away do not shake keep hands higher than elbows the 
351,How to restore your healthy neck curve with a towel or band?,00:43,02:24,43,144,168,_O9e7WEXge4,https://www.youtube.com/watch?v=_O9e7WEXge4,back as well to do these exercises you will need a hand towel or a gym towel let the tail behind your neck and pull it forward slightly whilst doing this then your head back your forward like a nodding action do about twenty to thirty reps of this three sets now whilst doing this with yours chest up and your shoulder blades retracted extend your head back and then move your head forward like a nodding action do about twenty to thirty reps of this this creates a lot of movement in the cervical spine once you feel comfortable and there's no pain when you do these exercises anymore what you can do is basically use a resistive band and that will definitely accentuate the cervical lordosis a lot better make sure you get a resistant down that's about twenty to thirty pounds of resistance and you can get these at any sporting goods store the tower traction all you need to do is put the resistive band behind your neck and add a little bit of resistance and pulling it forward this way they have there's a bit of force that pushes it from the back of the neck to the front of the neck once this is easy and not painful for you go from side to side and then once that's easy go diagonally about twenty to thirty reps three sets once again after a while using the resistive band against your neck it might hurt because the Robert and resistant man might be cutting into your neck so what you can do is cover your neck with a towel first and then add a bit of a comfort for yourself as you can see by doing the extension of the neck with these exercises accentuate the cervical lordosis again and creates a healthy curve again just like the previous exercise just extend your head back and forth about twenty to thirty times they're maybe going side by side twenty or thirty times and maybe going diagonal as well just remember the main purpose of these exercises is to accentuate the cervical lordosis reduce stiffness increase range of motion and creating a better posture for you and making you look younger and healthier therefore reducing the pain and also increasing quality of life but 
352,How do I know if my finger is broken?,00:15,00:55,15,55,72,8DsCSBJuI-A,https://www.youtube.com/watch?v=8DsCSBJuI-A,"You will need Awareness of pain Awareness of swelling and lack of mobility Awareness of bruising Urgent care facility or emergency room and awareness of numbness (optional). Step 1. Try bending the injured finger immediately after the injury. A fractured finger is usually painful, although the pain may be dull. Step 2. Note whether the hurt finger becomes swollen and red and is difficult to move shortly after the injury. This is a sign that the finger is broken. If the swelling becomes pronounced, numbness may occur due to nerve compression. Step 3. Watch for bruising, which could signify severe fractures or jammed fingers. Step 4. Go to an urgent care facility or emergency room if you experience these symptoms and "
353,How to fix neck spasms with gentle head movement?,01:14,02:03,74,123,308,rgMiuNRv5_E,https://www.youtube.com/watch?v=rgMiuNRv5_E,to look at improving quality of movement so we're not looking for quantity we're looking for quality of movement in the neck you want to gently tease the neck through its natural range of motion so what we can do with this is moving it in specific movements for the neck so gently looking up and down so again if you're moving and you're getting to about here and you're thinking oh i can't go any more just reduce the range so just take it down a little bit lower so you're just going into flexion and extension really gentle quality over quantity maybe between five to ten reps and then turning side to side so again you'll probably find when it's locked up it's easier in one direction so once you've added the heat then trying to induce this movement slow controlled and within a pain free range number three we can start adding a 
354,How to fix neck spasms with gentle neck stretches?,02:03,03:13,123,193,308,rgMiuNRv5_E,https://www.youtube.com/watch?v=rgMiuNRv5_E,range number three we can start adding a little bit of stretching again quality over quantity typically we find it's normally in the scalenes or the trap so we want to go through the main stretches around the neck number one we can hit the upper fibers of the trapezius so we can do this by clasping around the base of the head as we breathe in holding it in that position and as we breathe out gently stretching the neck down and again we're expecting this to be quite limited when you first start to do it but just inducing that movement next we can add in a rotation in the side bending stretch so if it's too acute we might want to avoid this stretch initially or at least reduce it so we can start off when we're just gently turning the neck so as far as you feel comfortable and then bringing opposite ear to opposite shoulder so you should feel it stretching down through here aiming to hold between five to 15 seconds if you feel like you can which is probably unlikely when it's really really guarded is you can obviously increase the stretch a little bit more holding between five to 15 seconds obviously longer if you can and then gently relaxing back number 
355,How to fix neck spasms with gentle neck and upper back massages?,03:13,04:06,193,246,308,rgMiuNRv5_E,https://www.youtube.com/watch?v=rgMiuNRv5_E,four what i tend to recommend to people is trying to get fresh blood to the area a little bit more with massage so what you can do using the hands is start at the base of the head using a circular motion to follow those muscles down so starting around the base following it down trying to soften any tightness where it's quite guarded and then also working a little bit more around the front so a little bit more around the front of those neck muscle attachments into the scalenes scm around the front here and just relaxing through plus continuing around the back of the shoulder as well so the traps fibers the upper fives of the trapezius attaching up into the neck you know if you're comfortable reaching around just massaging around the back of the shoulder and the same on this side really nice circular motion just trying to get blood flow to the area breaking down that tightness and then relaxing number five we want to 
356,How to fix neck spasms with gentle upper back movement?,04:06,04:30,246,270,308,rgMiuNRv5_E,https://www.youtube.com/watch?v=rgMiuNRv5_E,and then relaxing number five we want to start to get movement away from the neck so in particular the shoulders do you think of the necks dropping forward or it's really guarded we typically adjust and change the position of our shoulders so we can start to kind of circumduct back and again you know reduce the range according to how you feel but just gently circling back around five to ten circles just moving through 
357,How to suction a child's tracheostomy?,00:21,05:19,21,319,335,udxHIUUzrRk,https://www.youtube.com/watch?v=udxHIUUzrRk,personal protective equipment or PPE gloves sterile gloves and eye protection mask or gown as indicated appropriate sized disposable sterile suction catheter clearly marked with numbers individually packaged suction device for oral and nasal suctioning if indicated self inflating bag connected to an oxygen flow meter normal saline in disposable vial or sterile water pulse oximeter suction source so you'll need a wall regulator or portable machine and have connector tubing and a collection container stethoscope and a trach to go bag at the bedside perform hand hygiene before patient contact ensure that the appropriate supplies for the procedure and emergency resuscitation equipment are fully functioning and available at the bedside verify that the suction unit is turned on and that the pressure is within the recommended range set the suction pressure between 80 and 100 millimeters of mercury for infants and between 100 to 120 millimeters of mercury for children check the unit's negative pressure by occluding the end of the suction tubing before attaching the suction catheter select the appropriate type and size of suction catheter use a suction catheter with measurement markings using the trach size multiplied by two and then round down to an even number to determine the size of the suction catheter for example if you have a trach size of 4.5 multiply it times two that equals nine you round down to eight so you'll know that you'll use a 8 French suction catheter verify the pre measured length for the suction catheter insertion before inserting the catheter into the airway if the pre measured depth is unknown obtained the depth by measuring the length of an extra tracheostomy tube of the same size record the appropriate length of the catheter insertion measurement in the child's record and display the length at the bedside if it is not already displayed perform hand hygiene and dawn gloves open the sterile suction catheter package on a clean work surface maintain sterility on the inside of the package if indicated set up a flush solution to flush the catheter and clear thick secretions in the tubing as necessary between suctioning events fill the container with enough sterile water or saline to flush the catheter as needed coil are wrapped the suction catheter around the dominant hand using the non-dominant hand pick up the suction connection tubing and connect it to the suction catheter if indicated pre oxygenate the child using the ventilator or self inflating back with 100% oxygen for between 30 and 60 seconds disconnect the child from the ventilator circuit with the non-dominant hand or instruct an assistant to disconnect the child if clinically indicated insert the suction catheter into the tracheostomy tube to the pre measured length when the pre measured depth is reached withdraw the suction catheter using a twisting art whirling motion while at the same time applying continuous or intermittent suction limit the total suction time of each suctioning event to less than 10 seconds Coyle the section catheter around the dominant hand and return the child to the ventilator circuit with the non-dominant hand hyper oxygenate the child after the suctioning event for 30 seconds assess the need for more suctioning and repeat steps for passing the suction catheter flush the catheter with sterile water or saline solution if indicated to maintain patency allow the child sufficient recovery time between passes of the suction catheter evaluate and assess the tracheostomy tube patency if tracheal secretions do not clear or indicators for suctioning do not improve after repeated passes of the suction catheter with the catheter wrapped around the dominant hand pull the glove off around the catheter inside-out remove the other glove and discard it in a waste container flush the connecting tubing with sterile water or saline solution secure the suction device at the bedside in Clearview for future suctioning needs assess the child's cardiopulmonary status and breath sounds to detect any pertinent changes after suctioning discard supplies remove personal protective equipment and perform hand hygiene these videos are available for 
358,How to treat a burn in a baby?,00:46,01:14,46,74,131,rqLbwfEZwQc,https://www.youtube.com/watch?v=rqLbwfEZwQc,it under cold water for at least ten minutes don't use ice gels or creams on the area they can damage the affected skin and increase the risk of infection remove the clothing from around the burn if the clothing is stuck to the skin don't try to remove it cover the burn with cling film or a clean plastic bag get rid of the first few centimetres place a single sheet over the burn or scrunch the edges but don't wrap it around the limb this protects it from infection always seek 
359,How to cover the burn with cling film or a clean plastic bag?,01:05,01:14,65,74,131,rqLbwfEZwQc,https://www.youtube.com/watch?v=rqLbwfEZwQc,the first few centimetres place a single sheet over the burn or scrunch the edges but don't wrap it around the limb this protects it from infection always seek 
360,How to assess the anatomical landmarks in a baby to identify the position for CPR in case of choking or unconscious?,01:12,02:35,72,155,218,rXAF6ys3U6o,https://www.youtube.com/watch?v=rXAF6ys3U6o,"up the onesie we can see the mid nipple line it's important for us to know that we need to put our two fingers on the center of the chest right on the sternum, just barely below that mid nipple line. That's when we're gonna do that one-third of the depth of the full chest for our compressions at a rate of 100 to a hundred and twenty times per minute. You can also see now that I have that open this brachial artery location is right here right between the bicep and tricep against their little humorous bone, because they really don't have much of a neck to find a carotid artery so we have to actually use the brachial artery for that location. Another thing to keep in mind is you can really see here that they like to you know they've got such a big head compared to the rest of their body that tends to put their chin down on their chest. So we're gonna want to just get something a little bit underneath their shoulder blades is a nice shortcut that still firm and won't let them sink into the mattress we were doing compressions, but that helps to hold their head in that slipping position. These are all important landmarks when it comes to where to actually do the compression's the only other variation is the circumferential compressions where we hold around the baby's chest and we place our thumbs right in that same sternum "
361,How to improve your sense of smell with training?,00:33,03:29,33,209,369,HPakYXHCAmg,https://www.youtube.com/watch?v=HPakYXHCAmg,you'll need four essential oils rose lemon cloves and eucalyptus these can be bought from any source they don't need to be any particular make or quality each oil should be sniffed for 10 to 15 seconds and i'd recommend that you sniff with each nostril separately when i started this with my right nostril i could smell a little but i couldn't smell anything through my left nostril and within four weeks my left nostril improved substantially and the right nostril also improved so you sniff each oil in turn little sniffs rather than one big one and leave a gap of around 15 seconds before you sniff the next one in fact by the time you've put the top back on the one you've smelt picked up the next one shaken it unscrewed it 15 seconds has passed so the whole thing takes just a couple of minutes there's no particular order so i suggest just picking them at random okay okay rose if you can't smell very much at all then just try to imagine the smell lemon nice personally i find this is quite a weak [Music] smell clove very strong now on the right side i don't really need to to test it on the right side anymore eucalyptus i find this so strong now on the right side that is unpleasant so i mostly only smell this one through my left nostril how often should i practice in the studies people were asked to practice twice a day for 12 weeks but there's no reason why you shouldn't do this more often or continue for longer also i think it's a good idea if you have a few moments while you're boiling the kettle in the kitchen to sniff coffee or black pepper or vanilla or nutmeg anything that will encourage your smell neurons to start working 
362,How to use an AED?,00:12,02:25,12,145,727,KOkBCPCVmBs,https://www.youtube.com/watch?v=KOkBCPCVmBs,paramedic with Columbus Fire and Rescue and we are going to be talking about how to use an AED and so summer is going to demonstrate on Josh how to use it an AED first thing we're going to talk about is how to recognize when somebody might be having a cardiac event or cardiac arrest so first thing you're going to want to do is check for responsiveness so approach somebody who's down or not awake and you're going to want to tap & shout hey sir are you okay hey wake up kind of give them a little shake if there's no response the next thing you're going to want to do is check for their breathing so look at their chest look at their stomach if they're not breathing normally or only gasping it's time to grab the AED don't start compressions we'll go over that here in a little bit but you're gonna want to send somebody to grab that ATD they're pretty simple to operate I know they can be found aloud and intimidating but trust me and they walk you through step by step expertise so first thing you want to know how to do is open up the lid and turn it on you'll hear a kind of power up there will be a lot of beeps while that's going I'm gonna want to grab your handy patches josh has been kind enough to volunteer for this there's going to be two cats and on them they typically have pictures of where they go so pretty foolproof one goes kind of on the top right shoulder stick that on pretty good and the second one goes down on the left you'll want to remove all clothing and put it directly on the side like you're not today and the next thing you're going to want to do if you can hear that it says push analyze so you'll push the analyze button there on every AUD across the board and then make sure nobody's touching your patient this thing's going to analyze the rhythm and see if we need to deliver a shocker so here we need to deliver shock this is it charging takes forever you just wait make sure nobody's touching aviation it's going to tell you to shoot so you'll hit the big red shock button again make sure nobody's touching your patient and then your AED will tell 
363,How to do CPR on an unconscious adult?,06:09,06:28,369,388,727,KOkBCPCVmBs,https://www.youtube.com/watch?v=KOkBCPCVmBs,spot again big flat part of your hand break the dead center of their chest between the nipple line I'm trying to line up my little finger with it then you want to get nice over the top of them and just start compressing you can hear the click these guys you're going fast enough obviously the larger the 
364,How to perform calf stretches for peripheral neuropathy in the legs?,00:55,02:06,55,126,423,loUuq7rPTH0,https://www.youtube.com/watch?v=loUuq7rPTH0,"start off with a calf stretch. There's a bunch of different ways you can stretch your calves, but i'm just going to show you with a strap. So you can use a stretch strap if you have one, if you don't, you can use a dog leash or you can just use a big beach towel or even a belt, but you want it to be something solid not one of those resistance bands. So just wrap it kind of around the ball of your foot. You want to relax your foot so you're not actively moving it, you're using the strap or the belt to actually pull your foot. So just relax it and then give it a nice pull until you feel a stretch in your calf area. You want your knee to be straight, so some people might bend a little bit, but that's not getting that stretch in your calves, so keep the leg nice and straight. Feel that stretch there and hold that stretch for about 30 seconds. Take a little break in between and then do three of those. So just really getting that stretch getting that flexibility in the feet is really important. Cause a lot of times when you have that neuropathy in your feet, you tend to not feel where your feet are and sometimes you stumble, trip, and fall, and so having good flexibility and strength helps that out as well. The next set of exercises "
365,How to perform ankle movements for peripheral neuropathy in the legs?,02:06,03:12,126,192,423,loUuq7rPTH0,https://www.youtube.com/watch?v=loUuq7rPTH0,"as well. The next set of exercises you want to have your heel free-moving. So if you've got a foam roll, or if you want to sit on the edge of something and let your foot hanging off, you want to be able to move that heel. So if you're flat on the floor or something, you don't have quite as much movement. But this time what you're going to do is just an ankle pump. So pulling your foot up and then pushing it down, so really just getting some good movement in the ankle. So you don't have to go fast, make sure you get a good push at the end. A good pull at the top, and just start off with about 10 of those. You don't have to do a whole lot. Then the next thing is going to be ankle circles, so now you're just making a circle at your ankle. It's not your whole leg, sometimes people want to kind of move the whole leg, try and keep the leg staying still and get most of that movement at the ankle. So do about ten one way and then reverse it and do it the other way. So just do 10 of each of those. So the next set of "
366,How to perform straight leg raises for peripheral neuropathy in the legs?,03:12,04:03,192,243,423,loUuq7rPTH0,https://www.youtube.com/watch?v=loUuq7rPTH0,"exercises are going to be lying down. You're just going to do a straight leg raise. so you want to keep the leg nice and straight, locked out to keep it straight. If you pull up your toes, that helps keep it locked out, and keep that knee straight as well. With a straight leg raise, you just want to lift it to about the height of the other side. So you don't have to get super high, you have to get about that much motion in there, and then slowly come back down. You're really trying to control this movement, so you're not, you know, using momentum just to kick it up and down, you really want to control that. Work those muscles, get everything nice and strong in there. So just start off with about 10, then you can do a couple sets of ten, and then work your way up from there. So you do both sides, and then you're going to do "
367,How to perform hip abductions for peripheral neuropathy in the legs?,04:03,04:52,243,292,423,loUuq7rPTH0,https://www.youtube.com/watch?v=loUuq7rPTH0,"both sides, and then you're going to do what we call hip abduction or kicking your leg out to the side. The leg on the bottom can be kind of bent, but you want your whole body to be in a straight line. A lot of times people if they kick up, they'll kick kind of forward, but that's not really working those hip abductor muscles. So pull your toes tight again and almost lead with your heel slightly back behind you, so you're kicking back that way. So a lot of people want to do that, but again that's not getting those abductor muscles, so make sure you're leading with that heel and going back just a little bit. So again just start off with about 10 and then you can work your sets up to two or three and then just kind of work your way up with your reps from there. Alright the next exercise we're going to "
368,How to perform heel toe raises for peripheral neuropathy in the legs?,04:54,05:54,294,354,423,loUuq7rPTH0,https://www.youtube.com/watch?v=loUuq7rPTH0,"be standing up. The next exercise is going to be a heel toe raise, and again this is just to kind of strengthen those ankle muscles, and get that increased circulation. So hold on to something sturdy and sturdy chair or counter top, if you have it, for some extra balance because, again, a lot of times when you don't have that feeling down there, your balance is off just a little bit. So go up nice and slow and come down with a controlled motion. So it's not just going up and down, but really controlling that movement, making those muscles work, and then pull your toes up when you come back down. So you're just going to go all the way up with the heels, slowly come down, and then pull the toes up. So just start off again with about 10 of these, and then you can work your way up to 15 to 20. If those become easy, then you can go just to one foot, and still coming up nice and slow, down, and then pull your toes up. So just going back and forth. And then "
369,How to perform a balance exercise for peripheral neuropathy in the legs?,05:54,06:50,354,410,423,loUuq7rPTH0,https://www.youtube.com/watch?v=loUuq7rPTH0,"the last exercise is for balance because again that's one of those things that you lose when you don't have that feeling down there, or you always have that tingling pins and needles feeling, or some numbness in there. So just a simple stand on one foot. Again have something nice and sturdy, you might have to start off with two hands, that's ok. Try and get to at least 10 seconds, work your way up to 30 seconds or even a minute. If that becomes easy, then you can go to one hand, and then you can even go to no hands. If all that becomes easy and you're switching back and forth a couple times, there's no problems with that, then if you really want to challenge yourself, you can try closing your eyes. And again you can see down at my ankle with my eyes closed, it's moving a lot and that's pretty normal, that's just those muscles trying to find the balance, especially when you don't have that feeling to help you find "
370,How to treat patellofemoral pain by performing clamshells?,03:42,05:56,222,356,674,mRHrV5BQZrk,https://www.youtube.com/watch?v=mRHrV5BQZrk,"- All right. - Okay. So the first one we're going to do is a clamshell. And it's very simple cause we're we're working the external rotators of the hip. And this one works really well. It describes kind of what you're doing by the way, cause you're, you're bringing your leg, your knees together like this and you're just working and it looks like a clam doesn't it Brad. - Yeah. Clamshell. Nom nom nom nom. - Now you're gonna to be surprised if you haven't done these. You won't need any extra resistance to start off with. - Yeah. - Cause mine, mine actually. I must not do these Brad. (Brad laughs) I do hip strengthening. - Yeah. - But I don't do these. - Mh hm. - And my, I'm already feeling it on my legs. - Of course Bob. - So what would you say Brad, for sets. - Sets 10 to 15. - Yeah. - Three sets. - Three sets and you know take the breather. I don't know how many I did there, but um, it was enough for me. (both men laugh) And now I can do another set of 10 to 15. And you can do that even, well, at least once a day, right? - Right. Yep. Once a day. You know, once you get used- - Twice would be probably too much, huh? - It all depends on the condition of the person. - Of the person, right. - Yeah, assuming those muscles are weak, we want to start with once a day rather than two. - So Brad's got a band around him. We got the same band. We'll have those listed down below. They're just a nice loop that you can pull around - Yeah. - And it'll work with all these exercises we're doin'. So Brad, do you want to show - With the band on? - Yeah with the bands. So it's going to be tough for now, isn't it? - Yeah, this is gonna. - Oh it got your mic again huh. - Yeah. - Do you want to go the other side? - No. Well, I wanna face, - Okay. - They want to see the front of me Bob, I thought. I don't know. Okay. So again, (Brad straining) Heel on heel, and - [Bob] Yep. - Oh yeah. - [Bob] Now that's going to work. - Yeah. - [Bob] That's gonna, that's gonna work you hard. - Yep. It works at, pulls to the fibers of the abductor and the gluteus maximus, and what else we got in there? - [Bob] I don't know of the minimus and the medius if they kick in for the external rotators - Uh uh and oh probl- yeah. - [Bob] The maximus that's yeah. - Um yeah, I can feel specifically that. - [Bob] Piriformis. - Piriformis oh yes. - [Bob] Definitely that. So. - Anybody in our, in our, anatomy people just chime in our comment if we missed one. - [Bob] Right. - What about the obsturator? That - [Bob] Obturator. - Obturator externus. (both men laugh) - [Bob] Bringing back our, going to use our memory now. "
371,How to treat patellofemoral pain by performing fire hydrants?,06:00,06:55,360,415,674,mRHrV5BQZrk,https://www.youtube.com/watch?v=mRHrV5BQZrk,"Now this next one is probably a little graphic, but this is exactly what it is. It's called the fire hydrant and it looks like a dog found his way up to a fire hydrant and - [Brad] (inaudible) do his thing. - Yep, going to bring it up like this. - Oh yeah. Here let me point this out Bob. And this is a nice. You know, this one of those common exercises you'll see in a fitness class. - Yeah. - You're down there workin' that hip muscle right there. - So again, you're getting some external rotation here. - Sure. - And you're getting some abduction and - Again, the ideas to get this to straighten out which is going to help that kneecap in the groove. - Yeah, if you're an athlete, you play volleyball stuff like that, and you've been landing with your knees kind of coming together, you're going to be more prone to these type of things. - Right. - And in basketball too. - Right. - So there's a lot of sports where - Right. - We actually try to teach the person to land right when they're jumping. - Sure. - Otherwise, they also even more prone to some other injuries., "
372,How to treat patellofemoral pain by performing squats?,08:07,10:09,487,609,674,mRHrV5BQZrk,https://www.youtube.com/watch?v=mRHrV5BQZrk,"- Um, yeah. - Okay. - Cause you were talking about with squats you can use them. Right? - Oh yeah. Mm hm. - So you can start doing some squats. Now with squats, you're gonna really want to make sure things are lined up here. - Here. - So you want to show them Brad while I'm squatting. - Yeah. - Oh I'll hold onto this and you show with this. - Yeah. Yeah, that's the balance. - The balance thing. - When you're over 50 you need balance stuff. - Yeah. - So you're going to squat. Now I don't want the knees to go past the feet. - Right. (chair rolling) - So I got to work a, worry about that but I also don't want to do this. - The, yeah. - So this is where you've got to really work on keeping the knees right over the toes. Yeah. - So, good back mechanics. - Lined up. Yep. - Keep that patella in the groove. - What I like to use for doing this, what makes it a lot easier, do you mind just sliding this down Brad? And this isn't going to work completely. Cause I don't have a real good wall here, but I can kind of demonstrate or symbolize it. Is that if you have the ball on the wall, and I'm going to do squats now. Now it's really easy to keep my knees, my feet in front of my knees. - Sure. - And I'll have to concentrate on is keeping the knees out and not in like this. - Yep. Don't let 'em do that (Burrr noise from Brad) Bowling in. - And what's nice about this Brad, with the ball then, you can eventually work on one legged squats. - Yep. - And the same thing again. I'm going to keep the knee out, and we're going to, we're it's going to take a lot more strength to do this. And if you're a real good athlete, you can start using weights on the side even. - Sure. Yep. - Start doing single leg squats with a leg out. - Your advanced people. Show, give a demonstration of how the wrong way to do it, so - Okay. So let's, let's say with both even, I, a lot of people do this. They land even when they're jumping, they land like this. - The knees come together. - Yep. They for, I see a lot of ladies all the time even in volleyball, they go like this. - Yep. - And they wanna go like this. So that's really important. Again, that's going to stop that knee from coming in. Also, you're going to be less likely to get injured. - Right. Right. - So. - It is a statistically, I think it's uh female basketball players in high school have the highest rate of ACL injuries. Which can be related to this - To the landing. "
373,How to treat patellofemoral pain by performing squats with a band?,10:09,11:01,609,661,674,mRHrV5BQZrk,https://www.youtube.com/watch?v=mRHrV5BQZrk,"- Yep. - Now you were going to show that, the squat with uh, the band on. - Oh yeah. - I mean. - So yep, you can get the band on and like this and then just hold out. And if you wanted to do a doub- you know this is for the more advanced people - Sure, now you're getting a little double workout. - Right. One, two, three, four, five. - So you get the squat and you're working the abductor at the same time. - Yep. One, so I'm working quadriceps and those muscles and I'm concentrating on not going into here. Keeping 'em inline here. - What I like about this Brad, is your teaching the muscle to fire. You know when it goes down like that, - Sure. - You're teaching that muscle to fire at the same time. - Right. So you're training it. - You're training it. Yep. - Exactly. It's not just exercising. There's a difference between exercising and training. We don't have to get into this now but, uh, that's what we're doing there. It makes it therapeutic Bob. - All right Brad, I think we can wrap it up. "
374,How to do chin tucks exercise to treat a headache?,01:00,01:39,60,99,268,5KML9y1ZIAk,https://www.youtube.com/watch?v=5KML9y1ZIAk,"the chin tucks in, towards your throat. And everything goes back. Like someone's gonna take a pie and throw it in your face and you go like that. So it's not down here, but it's in and back. It's kind of a strange motion. Some people have a hard time doing it. If you want to add a little pressure if it feels good here and you're push a little more you can do that, but you don't have to. It's just a simple chin tuck and oftentimes good enough. And you'll a lot of times I'll have patients say, yeah I feel it stretched right back in here. And that's what it's doing. - That's what you wanna do. - You bet. - I, I've seen people too, take the, you know, the increase of their and go like this and really stretch it. - Yeah. - And that, that sometimes that feels really good Brad to do that stretch. - And it makes funny faces, too. - Yeah. "
375,How to massage a neck to treat a headache?,02:03,03:04,123,184,268,5KML9y1ZIAk,https://www.youtube.com/watch?v=5KML9y1ZIAk,"- So yeah. Good position there, Brad. And what, a lot of times all I like to do is just take two fingers like this and pull it across. So yep, You see how Brad is doing that? You gotta focus in on that. Really break that up. - The only thing better than doing this is having someone else do it too. - Right. - But yeah, it feels good right now as a matter of fact. - So that's something you can easily do throughout the day. You know, if you're having trouble is yeah, Little circulars, but you're working right in that area. A lot of the pain let's, let's talk about where the pain often is when you're having neck headache spread. It actually is often a lot of times starting here and it'll radiate off to one side or the other. Sometimes, sometimes it'll go behind the eye. Sometimes it's like that tight band feeling right around your old head. - And I think that we can see the reason that is, is a lot of times occipital nerves come off - The greater occipital nerve. - Yep. - Yep, that's their, that's how they travel. - That's their path. And so that's why it's sending pain there. So that's, especially at C1, "
376,How to make rice and sock packs to treat a headache?,03:18,03:46,198,226,268,5KML9y1ZIAk,https://www.youtube.com/watch?v=5KML9y1ZIAk,"- A clean sock. - A clean sock. And I'll put that video up right here. Right. But the other way, this one, I this is the most simplest way of all. If you just have a little baggy little plastic bag. - Ziploc - Ziploc, and you take a wash cloth and you wet it. - Yep. - And then you put that in there freezer and freeze it up. This isn't frozen right now. - Sure. - But it works out really good. It's very simple to do. This is I'd rather use a bigger bag - Yeah "
377,How to test if you have rounded shoulders?,01:17,02:23,77,143,734,o3JuzlS8lps,https://www.youtube.com/watch?v=o3JuzlS8lps,"So, you want to fix your rounded shoulders. I'm going to first show you a test, Brad, that you can do to see if you have rounded shoulders. Can I stand up, Liz? All right, Liz says I can stand up. So- - You still got his head in there? (laughs) - Yeah, really, you know, that's why I got a face for radio. So you're gonna look at your thumbs is what you're gonna do. As you just stand here normally, look how my thumbs are pointing towards each other. - Oh, when you're standing, yeah. - Yeah, that means my shoulders are a little bit internally rotated. - Yeah, so this... I don't know if you can see the white stripes, but from here to here, big difference in how things are working. - Now straighten up once, Brad. Straighten up and watch the thumbs. The thumbs start pointing towards the front now. That's what you want. - Where you're walking, yep. - Now the first thing, the first of this three-step program... Watch this once. If I round my upper back, watch what it does to my shoulders. See my shoulders- - Well they come towards me, Bob. - Yeah and they rounded, but watch my thumbs. - Oh yeah! - Okay, my thumbs are straight forward. Now I'm gonna just round my upper back. Look at that, they go right towards each other. - Just like little magnets. "
